name_zh,bgg_id,bgg_query,name_en_override,category_zh,alias_zh,price_msrp_twd,price_twd,used_price_twd,price_note,used_note,manual_override,stock,description,image_override,image_version_id,,,,
犯罪現場：隱蔽同盟擴充 (CS-Files / CSI /Deception: Undercover Allies),227748,,,,,680,,,,,1,1,,https://cf.geekdo-images.com/WEg82g9YvPLL5DpzZVSQYw__small@2x/img/_8v7HVdOP_yy02eH1o19v96KTZk=/fit-in/400x300/filters:strip_icc()/pic3724108.jpg,,,,,
Col-Or-Form,165471,,,,,,,200,,,1,1,,,,,,,
CS犯罪現場,156129,,,,,1200,,,,,1,,,,,,,,
CIRCUS,,,,,,,,,,,,,,,,,,,
Christmas tale,190627,,,,,1500,,600,,,1,1,,,,,,,
Chefs,191529,,,,,1500,,600,,,1,1,,,,,,,
castle chimbing frog,237715,,,,,1780,,,,,1,,,,,,,,
Can You See What I See?Finders Keepers Game,40653,,,,,600,,360,,,1,1,,,,,,,
Bugs Galllry,,,,,,,,,,,,,,,,,,,
BUGS,191530,,,,,1250,,750,,,1,1,,,,,,,
BEVERBENDE,25578,,,,,500,,300,,,1,1,,https://cf.geekdo-images.com/ec3Ugu7EF1y1d3y1clbuNg__small/img/gBeXTpQfndZ0iiek1dy5MEOgskk=/fit-in/200x150/filters:strip_icc()/pic493681.jpg,,,,,
Bert Bever,35652,,,,,390,,234,,,1,1,,https://cf.geekdo-images.com/Bt4-Gsx-SYNiYp8XQ2Rp_g__small/img/hierXbpmfQ_YMqh2vbsjOkobmvk=/fit-in/200x150/filters:strip_icc()/pic517067.jpg,,,,,
Ballons,,,,,,,,,,,,,,,,,,,
Backyard Builders Treehouse,249414,,,,,600,,360,,,1,1,,,,,,,
Ali,124290,,,,,490,,,,,1,,,https://cf.geekdo-images.com/RWjKuiSincgYjPHinHWuPQ__small@2x/img/fpGWYViqaJCQ7CEhhuZgg-0kJP4=/fit-in/400x300/filters:strip_icc()/pic1302526.jpg,,,,,
Alacadamo,,,,,,,,,,,,,,,,,,,
Adventskalender,,,,,,,,,,,,,,,,,,,
驢橋,90009,,,,,1490,,,,,1,,,https://cf.geekdo-images.com/mNwiluGC6HCULrRtNpxGxQ__small@2x/img/AvkS1FTCba8QAMryfBJd0lR4ZTI=/fit-in/400x300/filters:strip_icc()/pic2390622.png,,,,,
靈能偵探,280136,,,,,1280,,,,,1,,,,,,,,
靈光同線,244992,,,,,450,,,,,1,,,,,,,,
驚爆倫敦 危機進化,231748,,,,,590,,,,,1,,,,,,,,
驚爆倫敦 (主/中文),236217,,,,,650,,,,,1,,,https://cf.geekdo-images.com/auaY4tGs5xiOE7UzLngLFQ__small@2x/img/RpXVq8NAkRZvPj_VbXOOd6qZXkw=/fit-in/400x300/filters:strip_icc()/pic4229342.jpg,,,,,
驚爆倫敦 (主/中文),,,,,,,,,,,,,,,,,,,
驚魂星期五,192927,,,,,1890,,1134,,,1,1,,,,,,,
變臉魔方,241492,,,,,640,,384,,,1,1,,,,,,,
變色龍,5782,,,,,500,,300,,,1,1,,,,,,,
變色龍,,,,,,,,,,,,,,,,,,,
籤籤入扣,204734,,,,,890,,,,,1,,,,,,,,
歡樂彈跳球:進階搖滾版 ,214276,,,,,899,,100,,,1,1,,,,,,,
歡迎來到地下城(外文版),150312,,,,,680,,250,,,1,1,,,,,,,
歡迎來到,233867,,,,,850,,,,,1,,,,,,,,
歡迎回到地下城 (主/中文),195043,,,,,690,,,,,1,1,,,,,,,
權力的遊戲 :卡坦 (主/中文),229218,,,,,3200,,,,,1,,,,,,,,
黯影魔城,205542,,,,,200,,120,,,1,1,,,,,,,
魔城馬車,168839,,,,,590,,,,,1,,,https://cf.geekdo-images.com/f7lkrEgKgSvemy2WbNoYFA__small@2x/img/G0xyRoum1fgQCTMM1zV83JTqVgQ=/fit-in/400x300/filters:strip_icc()/pic4629237.jpg,,,,,
魔法廚房,166510,,,,,1300,,700,,,1,1,,,,,,,
魔法賓果,300936,,,,,690,,,,,1,,,,,,,,
魔法秘笈,391834,,,,,1050,,,,,1,,,,,,,,
魔戒中洲征途：战火燎原 ,342189,,,,,,,,,,1,,,https://github.com/TELIFUJ/tabletop-paradise/blob/main/public/images/263442714496_J4Y4d2uAjZimQDPxHxAlJev47ynexJd7A5c7JeyD.png?raw=true,,,,,
The Lord of the Rings: Journeys in Middle-Earth – Scourges of the Wastes Figure Pack,367925,,,,,,,,,,1,,,,,,,,
魔戒：中洲征途 埃利阿多的惡徒模型補充包,277721,,,,,,,,,,1,,,https://cf.geekdo-images.com/5PfFJ9Eo9G9Or526vO4Txg__small@2x/img/m8ZXF9L-X0hsk5JTlH1GXAJEosY=/fit-in/400x300/filters:strip_icc()/pic5947178.jpg,,,,,
魔戒擴充:暗影之路,299597,,,,,2750,,1650,,,1,,,,,,,,
魔戒：中洲征途 - 黑暗中的棲身者擴充 (擴/ 中文),316630,,,,,750,,450,,,1,,,,,,,,
魔戒: 中洲征途 (主/中文),269385,,,,,3490,,2094,,,1,,,,,,,,
霹靂投石車,310789,,,,,1280,,,,,1,,Traditional Chinese edition,https://cf.geekdo-images.com/RZolzx6FNWrbyYv3AJPmDQ__small@2x/img/Q05y8v-59OZj4XjVHlJ-pBU5Q9w=/fit-in/400x300/filters:strip_icc()/pic7216139.jpg,642394,,,,
霹靂投石車,,,,,,,,,,,,,,,,,,,
鐵道任務 歐洲 (主/中文),14996,,,,,1650,,,,,1,,,,,,,,
鐵道任務 美國 (主/中文),9209,,,,,1650,,,,,1,,Traditional Chinese edition,https://cf.geekdo-images.com/K0ADX2pEftW_GzO6FECDWg__small@2x/img/gi_K4q_HI-8ZPUl_We3XEDXGy1A=/fit-in/400x300/filters:strip_icc()/pic3089350.jpg,486432,,,,
蘇格蘭特警,438,,,,,1800,,,,,1,,Chinese edition,https://cf.geekdo-images.com/OQN5djW-SB3cTjMxP5BorA__small@2x/img/hP4j3DEtSXzAsWA5iGd9aDZWk-Q=/fit-in/400x300/filters:strip_icc()/pic8935030.jpg,617304,,,,
繽紛對決,,,,,,,,,,,,,,,,,,,
寶藏台灣,,,,,,,,,,,,,,,,,,,
寶石獵人,172971,,,,,690,,,,,1,,,https://cf.geekdo-images.com/g1DLwCLezUp1Fx10sz6ezw__small@2x/img/S1uOE15DD7KeSJlynFr_v1SQ8mU=/fit-in/400x300/filters:strip_icc()/pic3483179.jpg,,,,,
寶石陣豪華版,19427,,,,,1490,,,,,1,,,https://cf.geekdo-images.com/ZgQU00a7hvyP2pqx6vPApg__small@2x/img/Ev8sWTnlzdnXuswxLCcUFwWz4po=/fit-in/400x300/filters:strip_icc()/pic2428372.png,,,,,
寶石陣,19427,,,,,990,,,,,1,,,https://cf.geekdo-images.com/EC77AlsZD0jmyFkdSdOxMQ__small@2x/img/ru2bUGdQfo4fm0Nc3PmYXj7TjZg=/fit-in/400x300/filters:strip_icc()/pic5957555.jpg,,,,,
韻腳對對,270128,,,,,550,,,,,1,,,https://image-cdn-flare.qdm.cloud/q597ea3309c6d9/image/data/2020/08/05/1caf67de9819ae676334014dd160adb6.jpg,,,,,
韻腳對對,,,,,,,,,,,,,,,,,,,
辭彙捕手 中文版,322204,,,,,690,,,,,1,,,https://github.com/TELIFUJ/tabletop-paradise/blob/main/public/images/TP00031590002423_R_m.jpg?raw=true,,,,,
辭彙捕手 英文版,322204,,,,,690,,,,,1,,,https://github.com/TELIFUJ/tabletop-paradise/blob/main/public/images/%E8%9E%A2%E5%B9%95%E6%93%B7%E5%8F%96%E7%95%AB%E9%9D%A2%202025-09-22%20171843.png?raw=true,,,,,
蟹霸王,197944,,,,,400,,,,,1,,,https://cf.geekdo-images.com/sUnVryQGzOxUH7BzNtAv2A__small@2x/img/Nu7rFUhDb69Y7TFOBdDve9m5Y4c=/fit-in/400x300/filters:strip_icc()/pic2975275.jpg,,,,,
臘腸狗,260334,,,,,450,,270,,,1,1,,,,,,,
繪聲繪影,341136,,,,,490,,,,,1,,,https://cf.geekdo-images.com/icHzDTFVmFnD0ZN0RTV6VA__small@2x/img/aI77XuN3ah7N2kHbBKZIqXUp8o0=/fit-in/400x300/filters:strip_icc()/pic6366430.png,,,,,
瓊漿,207670,,,,,900,,540,,,1,1,,,,,,,
爆珠發明,246192,,,,,1080,,,,,1,,,https://cf.geekdo-images.com/h4hp3ssq0sYK-XrHVPli-w__small@2x/img/fX50irGSZVZjzidstgWhhAJeO6M=/fit-in/400x300/filters:strip_icc()/pic4323588.png,423216,,,,
爆炸貓(18禁版本),172242,,,,,890,,,,,1,,,,,,,,
爆炸貓,172225,,,,,690,,,,,1,,,,,,,,
爆肝大作戰,131887,,,,,680,,408,,,1,1,,,,,,,
龐氏騙局,180899,,,,,1500,,,,,1,,,https://cf.geekdo-images.com/erI19kvOG0wMIti6U-pK7g__small@2x/img/UMYCMalt5emoDTwqYjGAF6YxdGo=/fit-in/400x300/filters:strip_icc()/pic3468123.jpg,396354,,,,
寵物PETS,137047,,,,,390,,234,,,1,1,,,,,,,
鯊魚警報,32968,,,,,490,,,,,1,,,https://cf.geekdo-images.com/vyouNxp_AKyhO2_towbF-A__small@2x/img/WKWurgPM_I-gAyV3aZQolj8NMiI=/fit-in/400x300/filters:strip_icc()/pic2598882.png,280022,,,,
鯊魚來襲,130556,,,,,590,,,,,1,,,,,,,,
鯊口餘生:鐵盒,30539,,,,,830,,,,,1,,,https://cf.geekdo-images.com/gJGFIoQ7d8IDAi65Fb_VDg__small@2x/img/hK4Ef9Y59hX-MjqY-atszwIioIw=/fit-in/400x300/filters:strip_icc()/pic1377896.jpg,,,,,
鯊口餘生,30539,,,,,490,,,,,1,,,https://cf.geekdo-images.com/MwCLB3od8VC_jWveHj92wA__small@2x/img/qvgECaOWLA8YlTX8rGYqTgWvgtE=/fit-in/400x300/filters:strip_icc()/pic5531445.jpg,174457,,,,
鯊口餘生,,,,,,,,,,,,,,,,,,,
顏色幾何形狀學習盒5in1,,,,,,,,,,,,,,,,,,,
雙重邏輯x組合對應,,,,,,,,,,,,,,,,,,,
雙胞胎 (主/中文),121041,,,,,1050,,,,,1,,,https://shoplineimg.com/57fba1b061706917080d8c00/59bbd892d4e3959f8300042c/800x.webp?source_format=jpg,,,,,
醬爆商人,12002,,,,,,,,,,1,,,,,,,,
轉轉謎方,,,,,,,,,,,,,,,,,,,
蹦蹦蛙,341914,,,,,390,,,,,1,,,https://cf.geekdo-images.com/OaVyKQ11J8gEX6tkc8CQww__small@2x/img/CrPn0L14FvJf-GACATGif2EvFao=/fit-in/400x300/filters:strip_icc()/pic7141202.jpg,636998,,,,
蹦蹦蛙,,,,,,,,,,,,,,,,,,,
蹦蹦兔,13436,,,,,990,,594,,,1,1,,https://cf.geekdo-images.com/xzg1-eLhxU9wI5UgaNu2eQ__small@2x/img/GPj6vymPgiNAg6-rgsm9HhNSzGM=/fit-in/400x300/filters:strip_icc()/pic3087498.jpg,,,,,
Nino Conillo,13436,,,,,990,,549,,,1,1,,https://cf.geekdo-images.com/VjBroe8qZwWJDWAIVl8ApQ__small@2x/img/1cEXQnD8V5HcoKFYMHmwp0Y6184=/fit-in/400x300/filters:strip_icc()/pic145857.jpg,,,,,
蟲蟲燒烤派對,15818,,,,,790,,,,,1,,,https://cf.geekdo-images.com/eyEhxVxHqNPSDkIYvbe1tg__small@2x/img/teG02EBtCEOacmSeYD9SkTFmhog=/fit-in/400x300/filters:strip_icc()/pic3087622.jpg,517126,,,,
蟲蟲數字1~10,242546,,,,,450,,270,,,1,1,,,,,,,
蟲蟲蜂房,2655,,,,,850,,510,,,1,1,,https://cf.geekdo-images.com/aijsHnfjKgQ8rGyy1dI2Dg__small@2x/img/g6TvodMpcn2JGiLioQp4ZmYL_1s=/fit-in/400x300/filters:strip_icc()/pic4160838.jpg,333494,,,,
蟲蟲密碼,165796,,,,,490,,294,,,1,1,,https://cf.geekdo-images.com/GRyGispzXAJ_NUP1MuAfEQ__small@2x/img/By9LaY9muz7RPVhtW_W_iaEzAhQ=/fit-in/400x300/filters:strip_icc()/pic5531430.jpg,517779,,,,
蟲蟲拍拍,269732,,,,,250,,,,,1,,,,,,,,
薩凡娜公園,339484,,,,,1350,,810,,,1,1,,https://cf.geekdo-images.com/0-VWzSBT2i8AdoKDS-Q1mA__small@2x/img/Xl-SynPJfHB2xMU79nFzS59FI5k=/fit-in/400x300/filters:strip_icc()/pic6502068.png,587276,,,,
翻轉旅程,257924,,,,,790,,,,,1,,,https://github.com/TELIFUJ/tabletop-paradise/blob/main/public/images/%E7%BF%BB%E8%BD%89%E6%97%85%E7%A8%8B.png?raw=true,,,,,
翻轉大稻埕,176963,,,,,1180,,708,,,1,1,,,,,,,
翻閱朝廷,,,,,,,,,,,,,,,,,,,
翻滾路易,327,,,,,890,,,,,1,,,https://cf.geekdo-images.com/fCM6XYtCvBzse0-dJP5rxw__small@2x/img/8tAL5lN3E3sJL5bIc3-Z8VWHch8=/fit-in/400x300/filters:strip_icc()/pic1453229.jpg,,,,,
禮物方塊,217496,,,,,690,,414,,,1,1,,,,,,,
禮物,12942,,,,,290,,180,,,1,1,,https://cf.geekdo-images.com/RXrLci9UKVdFLp2HNjoN2A__small/img/H2o8vFE7ScbMuXzYEY9jS25Sb6M=/fit-in/200x150/filters:strip_icc()/pic2390628.png,,,,,
獵巫鎮 1692 (主/中文),175549,,,,,850,,,,,1,,,https://bghut.com/images/201810/goods_img/7045_P_1539475008931.JPG,,,,,
獵巫鎮 1692 (主/中文),,,,,,,,,,,,,,,,,,,
瀑布淘金客,13308,,,,,1490,,,,,1,,,https://cf.geekdo-images.com/0bDccG2vXk5X1_bcJ0G4_Q__small@2x/img/56WsWdjkDszUvlL6Tw9LNtlvErk=/fit-in/400x300/filters:strip_icc()/pic3089193.jpg,517748,,,,
叢林智慧棋,201006,,,,,900,,540,,,1,1,,https://cf.geekdo-images.com/uT84-aecpR6hKzwi1OExhw__small@2x/img/Rdd9cYnRjUK5_3p68G8SRck-UzQ=/fit-in/400x300/filters:strip_icc()/pic5450727.png,510878,,,,
叢林野宴（附Promo卡）,130907,,,,,490,,294,,,1,1,,https://cf.geekdo-images.com/Z1ym7D-3eQO-CW7WvDHs-w__small/img/gmaYjyCxN8l3peRVQzHH04mYiMM=/fit-in/200x150/filters:strip_icc()/pic1703069.jpg,212943,,,,`
叢林探險 (主/中文) Costa Rica,194100,,,,,950,,400,,,1,1,,https://cf.geekdo-images.com/9U7jl7qxi6gvrLLIZ9-nBA__small@2x/img/C0IKOvoaiddEcA6ZJ6M92H_SI7s=/fit-in/400x300/filters:strip_icc()/pic3010155.jpg,,,,,
叢林爭霸戰,237722,,,,,550,,330,,,1,1,,,,,,,
齋普爾商人,54043,,,,,790,,,,,1,1,,https://cf.geekdo-images.com/d1KPMa91FTle9pMqS43xHw__small/img/hNyg0FHw5yasYhGg8qTRz57x1I0=/fit-in/200x150/filters:strip_icc()/pic2757787.jpg,,,,,
點子狂想,250876,,,,,590,,,,,1,1,,,,,,,
黏黏變色龍 (中文版),220778,,,,,450,,270,,,1,1,,https://cf.geekdo-images.com/NwmJoIGUdJekFgNI_j2hpQ__small@2x/img/mUUFpDrQIDU7r2Yx_Td02pY-qws=/fit-in/400x300/filters:strip_icc()/pic4229324.jpg,,,,,
鍛骰物語 (主/中文),194594,,,,,1400,,,,,1,,,https://cf.geekdo-images.com/4BTVGQWO0M9ayxyku3FW6Q__small@2x/img/CgXdrnqqO6Jt8R_cyUHcEbUrY3g=/fit-in/400x300/filters:strip_icc()/pic3477004.jpg,365783,,,,
醜娃娃,22733,,,,,390,,234,,,1,1,,https://cf.geekdo-images.com/F8yeqr20qNtUSqnaJCHnuQ__small@2x/img/B31L7XIRrFYZ9aE_q7BzHsM-Gyk=/fit-in/400x300/filters:strip_icc()/pic1490634.jpg,,,,,
還試好遊戲,42448,,,,,599,,,,,1,1,,https://bghut.com/images/202007/goods_img/8393_G_1593838153041.jpg,,,,,
賽豬俱樂部,485,,,,,490,,294,,,1,2,,https://cf.geekdo-images.com/NwefFi7gYExQOwtYkRVZIg__small@2x/img/I4lWeSfH-syqCS0SMw7tapifgco=/fit-in/400x300/filters:strip_icc()/pic2401263.png,265796,,,,
賽豬俱樂部,,,,,,,,,,,,,,,,,,,
賽豬俱樂部,,,,,,,,,,,,,,,,,,,
賽馬大亨,351040,,,,,1600,,,,,1,,,https://cf.geekdo-images.com/iMz-jlMj_-VtDzwrxtR7pw__small@2x/img/bVZ9_Trt1-AHnWBUZzO9qox9oNI=/fit-in/400x300/filters:strip_icc()/pic7467747.png,657513,,,,
購物小達人,,,,,,,,,,,,,,,,,,,
蟑螂捕手,137909,,,,,1650,,,,,1,1,,https://cf.geekdo-images.com/VulTMYesrtYhZbL3aqTRkA__small@2x/img/AZJvza5XZ2XUGhok_Kk6uuj5ii8=/fit-in/400x300/filters:strip_icc()/pic2598902.png,280025,,,,
蟑螂捕手,,,,,,,,,,,,,,,,,,,
蟑螂沙拉,32341,,,,,590,,,,,1,,,,,,,,
薑餅人王國,359009,,,,,1190,,,,,1,,,https://cf.geekdo-images.com/dbUiEzam0DTdV_rO6dhTvA__small@2x/img/sJQOrErgmUcNdRI5rKceZu9IhbE=/fit-in/400x300/filters:strip_icc()/pic6977896.png,603904,,,,
聰明餅乾,,,,,,1200,,720,,,,,,,,,,,
縱橫股海,161614,,,,,1400,,,,,1,,,https://cf.geekdo-images.com/jEwIBYVRHCqWkQpWerV2Wg__small@2x/img/_J905RwcsOd1UnVqWZYKeoEfPxI=/fit-in/400x300/filters:strip_icc()/pic3067380.jpg,315674,,,,
環遊台灣,,,,,,,,,,,,,,,,,,,
環遊世界八十天,204599,,,,,1300,,,,,1,,,https://bghut.com/images/201612/goods_img/5849_G_1482724638160.jpg,,,,,
獴鷲派對,175,,,,,290,,174,,,1,2,,https://cf.geekdo-images.com/JXZFFuM2UW6eg_UJHmENjg__small@2x/img/Q9mh-R-4dh_NqdFafUSOlyGgxgE=/fit-in/400x300/filters:strip_icc()/pic4575449.jpg,444948,,,,
獴鷲派對,,,,,,,,,,,,,,,,,,,
獴鷲派對,,,,,,,,,,,,,,,,,,,
龜兔賽跑 (主/中文),130176,,,,,,,200,,,1,2,,https://cf.geekdo-images.com/F11fTX7Bn6jr-1r9u7lFrQ__small@2x/img/gW7GuMvzM8canoFD1Af2spn4FN4=/fit-in/400x300/filters:strip_icc()/pic2599984.png,,,,,
龜兔賽跑 (主/中文),,,,,,,,,,,,,,,,,,,
龜兔賽跑 (主/中文),,,,,,,,,,,,,,,,,,,
